"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"REVISTA DE SAUDE PUBLICA","0034-8910","1518-8787","REVISTA DE SAUDE PUBLICA","FACULDADE SAUDE PUBL DA USP, AV DR ARNALDO 715, SAO PAULO, BRAZIL, 01246-904SP","English, Portuguese, Spanish","Public, Environmental & Occupational Health"
"REVISTA ESPANOLA DE DERECHO CONSTITUCIONAL","0211-5743","1989-0648","CENTRO ESTUDIOS POLITICOS CONSTITUCIONALES","PLAZA DE LA MARINA ESPANOLA 9, MADRID, SPAIN, 28071","Spanish","Law"
"REVISTA ESPANOLA DE DOCUMENTACION CIENTIFICA","0210-0614","1988-4621","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","VITRUVIO 8, MADRID, SPAIN, 28006","Spanish","Information Science & Library Science"
"REVISTA ESPANOLA DE INVESTIGACIONES SOCIOLOGICAS","0210-5233","1988-5903","CENTRO INVESTIGACIONES SOCIOLOGICAS","MONTALBAN 8, MADRID, SPAIN, 28014","English, Spanish","Sociology"
"REVISTA ESPANOLA DE LINGUISTICA APLICADA","0213-2028","2254-6774","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","Spanish","Linguistics"
"REVISTA ESPANOLA DE PEDAGOGIA","0034-9461","2174-0909","UNIV INT RIOJA-UNIR","RECTORADO, AVENIDA DE LA PAZ, 137, LOGRONO, Spain, 26006","Spanish","Education & Educational Research"
"REVISTA ESPANOLA DE SALUD PUBLICA","1135-5727","2173-9110","MINISTERIO DE SANIDAD Y CONSUMO","PASEO DEL PRADO 18-20, MADRID, SPAIN, 28071","Spanish, English","Public, Environmental & Occupational Health"
"REVISTA IBEROAMERICANA DE DIAGNOSTICO Y EVALUACION-E AVALIACAO PSICOLOGICA","2183-6051","2183-6051","AIDEP","MARIO BRAVO 427 1 C, CAPITAL FEDERAL, BUENOS AIRES, ARGENTINA, C175ASM CPA","Spanish","Psychology, Clinical"
"REVISTA INTERNACIONAL DE SOCIOLOGIA","0034-9712","1988-429X","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","VITRUVIO 8, MADRID, SPAIN, 28006","Spanish, English","Sociology"
"REVISTA LATINO-AMERICANA DE ENFERMAGEM","1518-8345","1518-8345","UNIV SAO PAULO, ESCOLA DE ENFERMAGEM DE RIBEIRAO PRETO","AV BANDEIRANTES, 3900, RIBEIRAO PRETO, BRAZIL, SP, 14040-902  A","English, Portuguese, Spanish","Nursing"
"REVISTA LATINOAMERICANA DE INVESTIGACION EN MATEMATICA EDUCATIVA-RELIME","1665-2436","2007-6819","CLAME-COMITE LATINOAMERICANO MAT EDUC","OFFICE 101 AV INST POLITECNICO NACIONAL 2508, SAN PEDRO ZACATENCO, MEXICO, CP 07360","Spanish","Education & Educational Research"
"REVISTA LATINOAMERICANA DE PSICOLOGIA","0120-0534","","FOUNDATION ADVANCEMENT PSYCHOLOGY","APARTADO AEREO 92621, BOGOTA D C, COLOMBIA,","Spanish","Psychology, Multidisciplinary"
"REVISTA MEXICANA DE PSICOLOGIA","0185-6073","","SOC MEXICANA PSICOLOGIA","APARTADO POSTAL 22-211, TLALPAN, MEXICO, 14000","Spanish","Psychology, Multidisciplinary"
"REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH","1020-4989","1680-5348","PAN AMER HEALTH ORGANIZATION","525 23RD ST NW, WASHINGTON, USA, DC, 20037","Spanish, English, Portuguese","Public, Environmental & Occupational Health"
"REVISTA SIGNOS","0718-0934","0718-0934","EDICIONES UNIV VALPARAISO","CASILLA 1415, VALPARAISO, CHILE, 00000","Spanish","Linguistics"
"REVUE D ECONOMIE POLITIQUE","0373-2630","2105-2883","EDITIONS DALLOZ","31-35 RUE FROIDEVAUX, PARIS CEDEX 14, FRANCE, 75685","French","Political Science | Economics"
"REVUE DE GEOGRAPHIE ALPINE-JOURNAL OF ALPINE RESEARCH","0035-1121","1760-7426","IGA-ASSOC DIFFUSION RECHERCHE ALPINE","14 BIS AVENUE MARIE REYNOARD, GRENOBLE, FRANCE, 38100","French, English","Geography"
"REVUE D ETUDES COMPARATIVES EST-OUEST","0338-0599","2259-6100","PRESSES UNIV FRANCE","6 AVENUE REILLE, PARIS CEDEX 14, FRANCE, 75685","French","Economics"
"REVUE FRANCAISE DE LINGUISTIQUE APPLIQUEE","1386-1204","1875-368X","PUBLICATIONS LINGUISTIQUES","15 RUE LAKANAL, PARIS, FRANCE, 75015","French","Linguistics"
"REVUE FRANCAISE DE SOCIOLOGIE","0035-2969","1958-5691","PRESSES SCIENCES PO","28 Rue Saint Guillaume, PARIS, France, 75017","French","Sociology"
"REVUE ROUMAINE DE LINGUISTIQUE-ROMANIAN REVIEW OF LINGUISTICS","0035-3957","0035-3957","EDITURA ACAD ROMANE","CALEA 13 SEPTEMBRIE NR 13, SECTOR 5, BUCURESTI, ROMANIA, 050711","Multi-Language","Linguistics"
"RHETORIC SOCIETY QUARTERLY","0277-3945","1930-322X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Communication"
"RIDE-THE JOURNAL OF APPLIED THEATRE AND PERFORMANCE","1356-9783","1470-112X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Education & Educational Research"
"RIED-REVISTA IBEROAMERICANA DE EDUCACION A DISTANCIA","1138-2783","1390-3306","ASOCIACION IBEROAMERICANA EDUCACION SUPERIOR & DISTANCIA - AIESAD","UNED, FAC EDUC, C/ JUAN DEL ROSAI, 14, MADRID, SPAIN, 28040","English, Portuguese, Spanish","Education & Educational Research"
"RILCE-REVISTA DE FILOLOGIA HISPANICA","0213-2370","2174-0917","UNIV NAVARRA, SERVICIO PUBLICACIONES","CAMPUS UNIV, CARRETERA DEL SADAR S-N, APARTADO 177, PAMPLONA, SPAIN, 31080","Spanish","Linguistics"
"RISK ANALYSIS","0272-4332","1539-6924","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Public, Environmental & Occupational Health | Social Sciences, Mathematical Methods"
"RISK MANAGEMENT AND HEALTHCARE POLICY","1179-1594","1179-1594","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752","English","Health Policy & Services"
"RISK MANAGEMENT-AN INTERNATIONAL JOURNAL","1460-3799","1743-4637","PALGRAVE MACMILLAN LTD","BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS","English","Social Sciences, Interdisciplinary"
"RIVISTA DI PSICHIATRIA","0035-6484","2038-2502","PENSIERO SCIENTIFICO EDITORE","VIA SAN GIOVANNI VALDARNO 8, ROME, Italy, 00138","Italian","Psychiatry"
"RLA-REVISTA DE LINGUISTICA TEORICA Y APLICADA","0718-4883","0718-4883","UNIV CONCEPCION, FAC HUMANIDADES ARTE","CASILLA 160-C, CORREO 3, CONCEPCION, CHILE, 00000","Spanish","Linguistics"
"ROMANIAN JOURNAL OF ECONOMIC FORECASTING","1582-6163","2537-6071","INST ECONOMIC FORECASTING","CASA ACADEMIEI, CALEA 13 SEPTEMBRIE NR 13, SECTOR 5, BUCHAREST, ROMANIA, 050711","English","Economics"
"ROMANIAN JOURNAL OF POLITICAL SCIENCE","1582-456X","1582-456X","ROMANIAN ACAD SOC","MIHAI EMINESCU ST 61, BUCHAREST, ROMANIA, 2","English","Political Science"
"ROMANI STUDIES","1528-0748","1757-2274","LIVERPOOL UNIV PRESS","4 CAMBRIDGE ST, LIVERPOOL, ENGLAND, L69 7ZU","English","Anthropology"
"RSF-THE RUSSELL SAGE JOURNAL OF THE SOCIAL SCIENCES","2377-8253","2377-8261","RUSSELL SAGE FOUNDATION","112 EAST 64TH STREET, NEW YORK, USA, NY, 10065","English","Social Sciences, Interdisciplinary"
"RURAL AND REMOTE HEALTH","1445-6354","1445-6354","COLL MEDICINE & DENTISTRY JAMES COOK UNIV TOWNSVILLE","1 JAMES COOK DR  , DOUGLAS, Australia, QUEENSLAND, 4814","English","Public, Environmental & Occupational Health"
"RURAL HISTORY-ECONOMY SOCIETY CULTURE","0956-7933","1474-0656","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History"
"RURAL SOCIOLOGY","0036-0112","1549-0831","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Sociology"
"RUTGERS UNIVERSITY LAW REVIEW","2374-3859","","RUTGERS UNIV","SCHOOL LAW 123 WASHINGTON ST, NEWARK, USA, NJ, 07102","English","Law"
"SAFETY AND HEALTH AT WORK","2093-7911","2093-7997","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","English","Public, Environmental & Occupational Health"
"SAGE OPEN","2158-2440","2158-2440","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Social Sciences, Interdisciplinary"
"SAHARA J-JOURNAL OF SOCIAL ASPECTS OF HIV-AIDS","1729-0376","1813-4424","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Health Policy & Services | Public, Environmental & Occupational Health"
"SALUD COLECTIVA","1669-2381","1851-8265","UNIVERSIDAD NACIONAL DE LANUS","29 DE SEPTIEMBRE 3901, LANUS, BUENOS AIRES, ARGENTINA, CP 1826","Spanish, English","Public, Environmental & Occupational Health"
"SALUD MENTAL","0185-3325","","INST NAC PSIQUIATRIA RAMON FUENTE MUNIZ","CALZ MEXICO-XOCHIMILCO #101, MEXICO CITY, MEXICO, 22 DF","Multi-Language","Psychiatry"
"SALUD PUBLICA DE MEXICO","0036-3634","1606-7916","INST NACIONAL SALUD PUBLICA","AV UNIVERSIDAD 655, COL SANTA MARIA AHUACATITLAN, CUERNAVACA, MEXICO, MORELOS, 62508","English, Spanish","Public, Environmental & Occupational Health"
"SAUDE E SOCIEDADE","0104-1290","1984-0470","UNIV SAO PAULO, FAC SAUDE PUBLICA","AV DR ARNALDO 715, PREDIO DA BIBLIOTECA 2 ANDAR SALA 2, SAO PAULO, BRAZIL, SP, 01246 904","Portuguese, English","Public, Environmental & Occupational Health"
"SCANDIA","0036-5483","","SCANDIA","HISTORISKA INST, BOX 2074, LUND, SWEDEN, 220 02","Swedish","History"
"SCANDINAVIAN ACTUARIAL JOURNAL","0346-1238","1651-2030","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Social Sciences, Mathematical Methods"
"SCANDINAVIAN JOURNAL OF CARING SCIENCES","0283-9318","1471-6712","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Nursing"
"SCANDINAVIAN JOURNAL OF ECONOMICS","0347-0520","1467-9442","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Economics"
"SCANDINAVIAN JOURNAL OF EDUCATIONAL RESEARCH","0031-3831","1470-1170","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Education & Educational Research"
"SCANDINAVIAN JOURNAL OF HOSPITALITY AND TOURISM","1502-2250","1502-2269","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Sociology | Hospitality, Leisure, Sport & Tourism"
"SCANDINAVIAN JOURNAL OF MANAGEMENT","0956-5221","1873-3387","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Management"
"SCANDINAVIAN JOURNAL OF OCCUPATIONAL THERAPY","1103-8128","1651-2014","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Rehabilitation"
"SCANDINAVIAN JOURNAL OF PSYCHOLOGY","0036-5564","1467-9450","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Psychology, Multidisciplinary"
"SCANDINAVIAN JOURNAL OF PUBLIC HEALTH","1403-4948","1651-1905","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Public, Environmental & Occupational Health"
"SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH","0355-3140","1795-990X","SCANDINAVIAN JOURNAL WORK ENVIRONMENT & HEALTH","TOPELIUKSENKATU 41A, HELSINKI, FINLAND, SF-00250","English","Public, Environmental & Occupational Health"
"SCANDINAVIAN POLITICAL STUDIES","0080-6757","1467-9477","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Political Science"
"SCHIZOPHRENIA BULLETIN","0586-7614","1745-1701","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Psychiatry"
"SCHIZOPHRENIA RESEARCH","0920-9964","1573-2509","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","English","Psychiatry"
"SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT","0924-3453","1744-5124","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Education & Educational Research"
"SCHOOL MENTAL HEALTH","1866-2625","1866-2633","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Psychology, Development | Psychology, Educational"
"SCHOOL PSYCHOLOGY","2578-4218","2578-4226","EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC","750 FIRST ST, NE, WASHINGTON, USA, DC, 20002-4242","","Psychology, Educational"
"SCHOOL PSYCHOLOGY INTERNATIONAL","0143-0343","1461-7374","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Psychology, Educational"
"SCHOOL PSYCHOLOGY REVIEW","0279-6015","2372-966X","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Psychology, Educational"
"SCIENCE AND ENGINEERING ETHICS","1353-3452","1471-5546","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Ethics"
"SCIENCE AND PUBLIC POLICY","0302-3427","1471-5430","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Environmental Studies | Public Administration | Management"
"SCIENCE AND TECHNOLOGY STUDIES","2243-4690","2243-4690","FINNISH SOC SCIENCE & TECHNOLOGY STUDIES","C/O OTTO AURANEN, SEPANKATU 4-8, TAMPERE, FINLAND, 33230","English","History & Philosophy Of Science"
"SCIENCE AS CULTURE","0950-5431","1470-1189","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","History & Philosophy Of Science | Cultural Studies"
"SCIENCE COMMUNICATION","1075-5470","1552-8545","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Communication"
"SCIENCE EDUCATION","0036-8326","1098-237X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Education & Educational Research"
"SCIENCE & EDUCATION","0926-7220","1573-1901","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","History & Philosophy Of Science | Education & Educational Research"
"SCIENCE IN CONTEXT","0269-8897","1474-0664","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History & Philosophy Of Science"
"SCIENCE OF DIABETES SELF-MANAGEMENT AND CARE","2635-0106","2635-0114","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","","Public, Environmental & Occupational Health"
"SCIENCE & SOCIETY","0036-8237","1943-2801","GUILFORD PUBLICATIONS INC","370 SEVENTH AVE, SUITE 1200, NEW YORK, USA, NY, 10001-1020","English","Social Sciences, Interdisciplinary"
"SCIENCES SOCIALES ET SANTE","0294-0337","1777-5914","JOHN LIBBEY EUROTEXT LTD","30, RUE BERTHOLLET, BATIMENT A, ARCUEIL, France, ?, 94110","French","Health Policy & Services | Social Sciences, Interdisciplinary"
"SCIENCE TECHNOLOGY AND SOCIETY","0971-7218","0973-0796","SAGE PUBLICATIONS INDIA  PVT LTD","B-1-I-1 MOHAN CO-OPERATIVE INDUSTRIAL AREA, MATHURA RD, POST BAG NO 7, NEW DELHI, INDIA, 110 044","English","Management"
"SCIENCE TECHNOLOGY & HUMAN VALUES","0162-2439","1552-8251","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Social Issues"
"SCIENTIFIC STUDIES OF READING","1088-8438","1532-799X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Education & Educational Research | Psychology, Educational"
"SCIENTIST","0890-3670","1547-0806","LABX MEDIA GROUP","PO BOX 216, 478 BAY ST, MIDLAND, CANADA, ONTARIO, L4R 1K9","English","Information Science & Library Science"
"SCIENTOMETRICS","0138-9130","1588-2861","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Information Science & Library Science"
"SCOTTISH GEOGRAPHICAL JOURNAL","1470-2541","1751-665X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Geography"
"SCOTTISH HISTORICAL REVIEW","0036-9241","1750-0222","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","English","History"
"SCOTTISH JOURNAL OF POLITICAL ECONOMY","0036-9292","1467-9485","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Political Science | Economics"
"SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES","1138-9788","1138-9788","UNIV BARCELONA, DEPT GEOGRAFIA HUMANA","CALLE BALDIRI REIXACH S/N, BARCELONA, SPAIN, 08028","Spanish","Geography"
"SECOND LANGUAGE RESEARCH","0267-6583","1477-0326","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Linguistics | Education & Educational Research"
"SECURITIES REGULATION LAW JOURNAL","0097-9554","0097-9554","WEST GROUP","610 OPPERMAN DR, EAGAN, USA, MN, 55123-1396","English","Law"
"SECURITY DIALOGUE","0967-0106","1460-3640","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","International Relations"
"SECURITY JOURNAL","0955-1662","1743-4645","PALGRAVE MACMILLAN LTD","BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS","English","Criminology & Penology"
"SECURITY STUDIES","0963-6412","1556-1852","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","International Relations"
"SELF AND IDENTITY","1529-8868","1529-8876","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Psychology, Social"
"SEMINARS IN ONCOLOGY NURSING","0749-2081","1878-3449","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Nursing"
"SEMIOTICA","0037-1998","1613-3692","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","Multi-Language","Social Sciences, Interdisciplinary"
"SERIALS REVIEW","0098-7913","1879-095X","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Information Science & Library Science"
"SERIES-JOURNAL OF THE SPANISH ECONOMIC ASSOCIATION","1869-4187","1869-4195","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Economics"
"SERVICE BUSINESS","1862-8516","1862-8508","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Business | Management"
"SERVICE INDUSTRIES JOURNAL","0264-2069","1743-9507","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Management"
"SERVICE SCIENCE","2164-3962","2164-3970","INFORMS","5521 RESEARCH PARK DR, SUITE 200, CATONSVILLE, USA, MD, 21228","English","Business | Management"
"SEX EDUCATION-SEXUALITY SOCIETY AND LEARNING","1468-1811","1472-0825","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Education & Educational Research | Public, Environmental & Occupational Health"
"SEX ROLES","0360-0025","1573-2762","SPRINGER/PLENUM PUBLISHERS","233 SPRING ST, NEW YORK, USA, NY, 10013","English","Psychology, Development | Women'S Studies | Psychology, Social"
"SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT","1079-0632","1573-286X","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Psychology, Clinical | Criminology & Penology"
"SEXUAL AND RELATIONSHIP THERAPY","1468-1994","1468-1749","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Psychology, Clinical"
"SEXUAL AND REPRODUCTIVE HEALTH MATTERS","","2641-0397","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Public, Environmental & Occupational Health"
"SEXUAL HEALTH","1448-5028","1449-8987","CSIRO PUBLISHING","UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, AUSTRALIA, VIC, 3168","English","Public, Environmental & Occupational Health"
"SEXUALITIES","1363-4607","1461-7382","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Sociology"
"SEXUALITY AND DISABILITY","0146-1044","1573-6717","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Rehabilitation"
"SEXUALITY RESEARCH AND SOCIAL POLICY","1868-9884","1553-6610","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Social Sciences, Interdisciplinary"
"SEXUAL & REPRODUCTIVE HEALTHCARE","1877-5756","1877-5764","ELSEVIER IRELAND LTD","ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000","English","Public, Environmental & Occupational Health"
"SIAM JOURNAL ON FINANCIAL MATHEMATICS","1945-497X","1945-497X","SIAM PUBLICATIONS","3600 UNIV CITY SCIENCE CENTER, PHILADELPHIA, USA, PA, 19104-2688","English","Business, Finance | Social Sciences, Mathematical Methods"
"SIGNS","0097-9740","1545-6943","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Women'S Studies"
"SIGNS AND SOCIETY","2326-4489","2326-4497","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Communication | Anthropology | Linguistics"
"SINGAPORE ECONOMIC REVIEW","0217-5908","1793-6837","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","English","Economics"
"SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY","0129-7619","1467-9493","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Geography"
"SINTAGMA","0214-9141","2013-6455","UNIV LLEIDA","PLACA VICTOR SIURANA 1, LLEIDA, SPAIN, E-25003","Catalan, English, French, Spanish","Linguistics"
"SLAVIC REVIEW","0037-6779","2325-7784","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Area Studies"
"SLOVO A SLOVESNOST","0037-7031","","CZECH LANG INST CZECH ACAD SCI","USTAV PRO JAZYK CESKY AV CR, V V I, LETENSKA 4, PRAHA 1, CZECH REPUBLIC, 118 51","Czech","Linguistics"
"SMALL BUSINESS ECONOMICS","0921-898X","1573-0913","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Business | Economics | Management"
"SMALL GROUP RESEARCH","1046-4964","1552-8278","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","English","Psychology, Social | Management | Psychology, Applied"
"SOCIAL ANALYSIS","0155-977X","1558-5727","BERGHAHN JOURNALS","20 JAY ST, SUITE 512, BROOKLYN, USA, NY, 11201","English","Anthropology"
"SOCIAL AND PERSONALITY PSYCHOLOGY COMPASS","1751-9004","1751-9004","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Psychology, Social"
"SOCIAL ANTHROPOLOGY","0964-0282","1469-8676","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Anthropology"
"SOCIAL BEHAVIOR AND PERSONALITY","0301-2212","1179-6391","SOC PERSONALITY RES INC","P O BOX 1539, PALMERSTON NORTH, NEW ZEALAND, 5330","English","Psychology, Social"
"SOCIAL CHOICE AND WELFARE","0176-1714","1432-217X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Economics | Social Sciences, Mathematical Methods"
"SOCIAL COGNITION","0278-016X","","GUILFORD PUBLICATIONS INC","370 SEVENTH AVE, SUITE 1200, NEW YORK, USA, NY, 10001-1020","English","Psychology, Social"
"SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE","1749-5016","1749-5024","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Psychology, Experimental"
"SOCIAL COMPASS","0037-7686","1461-7404","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","Multi-Language","Sociology"
"SOCIAL & CULTURAL GEOGRAPHY","1464-9365","1470-1197","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Geography"
"SOCIAL DEVELOPMENT","0961-205X","1467-9507","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Psychology, Development"
"SOCIAL DYNAMICS-A JOURNAL OF AFRICAN STUDIES","0253-3952","1940-7874","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Area Studies"
